Bezeichnung;Code
Verlagsfachwirt/in - Marketing	92303
Verlagsgeschäftsführer/in	92394
Verlagshersteller/in	23213
Verlagsingenieur/in	23414
Verlagskaufmann/-frau	92302
Verlagskaufmann/-frau - Buchverlag	92302
Verlagskaufmann/-frau - Zeitungs- u. Zeitschriftenverlag	92302
Verlagsleiter/in	92394
Verlagslektor/in	92424
Verlagsredakteur/in	92413
Verlagssekretär/in	71402
Verlagsvertreter/in	92303
Verlagswerber/in	61123
Verleger/in (Handelsvertreter/in)	61123
Verleger/in (Medien, Musik)	92394
Verleimer/in (Holzmaschinenarbeiter/in)	22301
Vermehrungszüchter/in (Schweinehaltung)	11212
Vermessinger/in	24302
Vermessungsassistent/in	31212
Vermessungsbeam(ter/in) (geh. techn. Dienst)	31213
Vermessungsbeamt(er/in) (höh. techn. Dienst)	31214
Vermessungsbeamt(er/in) (mittl. techn. Dienst)	31212
Vermessungsfacharbeiter/in	31212
Vermessungsgehilfe/in	31212
Vermessungsingenieur/in	31214
Vermessungsingenieur/in (Markscheidewesen)	31214
Vermessungstechniker/in - Bergvermessung	31212
Vermessungstechniker/in - Vermessung	31212
Vermessungstechniker/in (ohne Fachrichtungen)	31212
Vermessungstechniker/in (Techniker/in)	31213
Vermessungszeichner/in	31222
Vermietassistent/in (Autovermietung)	61162
Vermietassistent/in (Kfz)	61162
Vermieter/in (Autovermietung)	61162
Vermietungsmakler/in	61313
Vermittler/in	71522
Vermögensanlageberater/in	72124
Vermögensanlagebetreuer/in	72124
Vermögensberater/in	72124
Vermögensbetreuer/in	72124
Vermögensmanager/in	72124
Vermögensverwalter/in	72124
Verpacker/in	51311
Verpackerhelfer/in	51311
Verpackungsberater/in	23123
Verpackungsdesigner/in	23123
Verpackungsdrucker/in	23412
Verpackungsentwickler/in	23124
Verpackungsingenieur/in	23124
Verpackungsleiter/in	23193
Verpackungsmitteldesigner/in	93104
Verpackungsmittelhersteller/in	23122
Verpackungsmittelherstellerhelfer/in	23101
Verpackungsmittelmaschinenführer/in	23122
Verpackungsmittelmechaniker/in	23122
Verpackungsplaner/in	23123
Verpackungstechnologe/-technologin	23122
Verpflegungsautomatenauffüller/in	61142
Verpflegungsautomatenbefüller/in	61142
Verpflegungsbetriebswirt/in	63313
Verpflegungsmanager/in (Diätküchenleiter/in)	81764
Verputzer/in	33222
Verputzerhelfer/in	33301
Versandfertigmacher/in	51311
Versandkontrolleur/in	51312
Versandleiter/in	51394
Versandmitarbeiter/in	51311
Verschmelzer/in	24112
Versehrten-Fahrlehrer/in	84513
Verseiler/in (Drahtseil)	24212
Verseiler/in (Kabel)	24122
Verseilmaschinenarbeiter/in	24122
Versicherungsabschlussvertreter/in	72133
Versicherungsagent/in	72133
Versicherungsangestellte/r	72132
Versicherungsantragsbearbeiter/in	72132
Versicherungsberater/in	72134
Versicherungsbetriebswirt/in (DVA)	72133
Versicherungsbetriebswirt/in (Fachschule)	72133
Versicherungsbetriebswirt/in (Hochschule)	72134
Versicherungsbuchhalter/in	72213
Versicherungsdetektiv/in	53152
Versicherungsdirektor/in	72194
Versicherungsfachangestellte/r	72132
Versicherungsfachwirt/in	72133
Versicherungsinspektor/in	72133
Versicherungsjurist/in	73184
Versicherungskalkulator/in	72224
Versicherungskaufmann/-frau	72132
Versicherungsmakler/in	72133
Versicherungsmathematiker/in	41184
Versicherungsmitarbeiter/in	72132
Versicherungsorganisator/in	72134
Versicherungsprüfer/in	72133
Versicherungsreferent/in	72134
Versicherungsrevisor/in	72244
Versicherungssachbearbeiter/in	72132
Versicherungsvermittler/in	72133
Versicherungsvertragsverwalter/in	72132
Versicherungswerber/in	72133
Versorgungsanlagenwärter/in	34302
Versorgungsingenieur/in (BA/FH/Uni)	34304
Versorgungsmeister/in (Wasser)	34393
Verstemmer/in (Nieten)	24411
Versuchsassistent/in (Tierzucht und Tierpflege)	11582
Versuchsbäcker/in	29222
Versuchsfahrer/in	27312
Versuchsfeldmechaniker/in	27182
Versuchsgartenleiter/in	12193
Versuchsküchenleiter/in	29393
Versuchsmechaniker/in (Elektromechanik)	26382
Versuchstierpfleger/in	11582
Vertäfler/in	33332
Verteidiger/in (Strafsachen)	73134
Vertikalbohrer/in	24232
Vertragsberater/in	73184
Vertragsjurist/in	73184
Vertragsverwalter/in (Leasing)	72183
Vertragswerber/in (Bausparkasse)	72112
Vertragswerber/in (Versicherung)	72133
Vertragswerkstattbetreuer/in (Kfz)	25213
Vertrauensmann/-frau der Schwerbehinderten	71234
Vertreter/in - Leiter/in Controlling	72294
Vertriebsassistent/in	61122
Vertriebsbeauftragte/r	61123
Vertriebsberater/in	61124
Vertriebscontroller/in	72234
Vertriebsdirektor/in	61194
Vertriebsfachberater/in	61123
Vertriebsfachkaufmann/-frau	61123
Vertriebsfachkraft (EDV)	43232
Vertriebsfachwirt/in	61123
Vertriebsgehilfe/-gehilfin	62101
Vertriebs-Geschäftsführer/in	61194
Vertriebsingenieur/in	61124
Vertriebsingenieur/in - Agrarwirtschaft	61124
Vertriebsingenieur/in - Bau	61124
Vertriebsingenieur/in - Bekleidung	61124
Vertriebsingenieur/in - Brauwesen/Getränketechnol.	61124
Vertriebsingenieur/in - Chemie	61124
Vertriebsingenieur/in - Druck-/Medientechnik	61124
Vertriebsingenieur/in - Elektrotechnik/Elektronik	61124
Vertriebsingenieur/in - Energietechnik	61124
Vertriebsingenieur/in - Fahrzeugtechnik	61124
Vertriebsingenieur/in - Feinwerktechnik/Optik	61124
Vertriebsingenieur/in - Forstwirtschaft	61124
Vertriebsingenieur/in - Gartenbau	61124
Vertriebsingenieur/in - Gebäude/Energ./Versorgung.	61124
Vertriebsingenieur/in - Glas/Keramik	61124
Vertriebsingenieur/in - Holz	61124
Vertriebsingenieur/in - Kunststoff	61124
Vertriebsingenieur/in - Lebensmittel	61124
Vertriebsingenieur/in - Leder	61124
Vertriebsingenieur/in - Luft- und Raumfahrttechnik	61124
Vertriebsingenieur/in - Maschinenbau	61124
Vertriebsingenieur/in - Papier/Verpackung	61124
Vertriebsingenieur/in - Pharmazie	61124
Vertriebsingenieur/in - Schiffstechnik	61124
Vertriebsingenieur/in - Textil	61124
Vertriebsingenieur/in - Weinbau/Getränketechnologie	61124
Vertriebskaufmann/-frau	61122
Vertriebsleiter/in	61194
Vertriebsmanager/in	61124
Vertriebsmitarbeiter/in	61122
Vertriebsrepräsentant/in	61123
Vertriebssachbearbeiter/in	61122
Vertriebssekretär/in	61122
Vertriebstechniker/in	61123
Vertriebstechniker/in (Gebäudetechnik)	61123
Vertriebswirt/in	61123
Vervielfältiger/in	23412
Verwalter/in - Immobilien	61313
Verwalter/in - Pferdegestüt	11394
Verwalter/in - Tierzucht	11294
Verwaltungsangestellte/r - gehobener Dienst	73203
Verwaltungsangestellte/r - höherer Dienst	73204
Verwaltungsangestellte/r - Krankenk.,Krankenhäuser, Kliniken	73222
Verwaltungsangestellte/r (mittl. Dienst) - kirchl. Dienst	73282
Verwaltungsangestellte/r (mittl. Dienst) - staatl.Innenverw.	73282
Verwaltungsbetriebswirt/in	73204
Verwaltungsdipl.-Inhaber/in (VWA)	73203
Verwaltungsfachangestellte/r - Allg. Innere Verw. - Bund	73282
Verwaltungsfachangestellte/r - Bundesverkehrsverwaltung	73202
Verwaltungsfachangestellte/r - Bundesverwaltung	73202
Verwaltungsfachangestellte/r - Handwerksorganisation/IHK	73282
Verwaltungsfachangestellte/r - HWK und IHK	73282
Verwaltungsfachangestellte/r - Kirchenverwalt. -ev. Kirche	73282
Verwaltungsfachangestellte/r - Kirchenverwalt. -kath. Kirche	73282
Verwaltungsfachangestellte/r - Kommunalverwaltung	73202
Verwaltungsfachangestellte/r - Landesverwaltung	73202
Verwaltungsfachwirt/in	73203
Verwaltungsgehilfe/-gehilfin	73202
Verwaltungshelfer/in	73201
Verwaltungsinformatiker/in	43114
Verwaltungsjurist/in	73184
Verwaltungsleiter/in	73294
Verwaltungsleiter/in (Krankenhaus)	73294
Verwaltungsleiter/in (Wirtschaft)	71394
Verwaltungsrichter/in	73154
Verwaltungswirt/in	73204
Verwaltungswirt/in / Verwaltungsbetriebswirt/in	73204
Verwaltungswissenschaftler/in	73204
Verzahner/in (Fräsmaschinen)	24232
Verzahnungsfacharbeiter/in (Fräsmaschinen)	24232
Verzahnungsfräser/in	24232
Verzinker/in	24302
Verzinner/in (Metalloberflächenveredlung)	24302
Veterinär/in	81504
Veterinäringenieur/in (FS) - Veterinärmedizin	81243
Veterinäringenieur/in (FS) -Veterinärmedizin (Labordiagnose)	81243
Veterinärmediziner/in	81504
Veterinärmedizinische/r Laborant/in	81242
Veterinärmedizinisch-techn. Lehrassistent/in	84213
Veterinärmedizinisch-technische/r Assistent/in	81242
Veterinärpathologe/-pathologin	81584
Veterinärtechniker/in	81243
Video- und Fernsehtechniker/in	26312
Video-Journalist/in	92413
Videolaborant/in	23312
Video-Operator/in	94532
Videothekar/in	61162
Videoverleiher/in	61162
Viehhalter/in	11212
Viehhändler/in	61282
Viehpfleger/in	11501
Viehtreiber/in	11211
Viehzuchtberater/in	11213
Vietnamist/in	91164
Vikar/in	83314
Violabauer/in	93612
Violinlehrer/in	84414
Virologe/Virologin	41264
Virologie-Assistent/in	81212
Virologische/r Fachassistent/in	81213
Virtual/Augmented Reality-Entwickler/in	23223
Visagist/in	82322
Visual Merchandiser/in	93223
Visual Merchandising-Fachwirt/in	93223
Visuelle/r Designer/in digital und print	23213
Vitalassistent/in	82222
Vitaloge/Vitalogin	81713
Vitametiker/in	81782
Vizepräsident/in (Hochschule)	84394
Vliesstofferzeugungstechniker/in	28123
Vliesstofftechniker/in	28123
Vogelzüchter/in	11282
Vojta-Therapeut/in	81713
Völkerkundler/in	91264
Volkshochschuldirektor/in	84494
Volkshochschuldozent/in	84404
Volkshochschullehrer/in	84404
Volkshochschulleiter/in	84494
Volkskundler/in	91264
Volksmissionar/in	83384
Volksschullehrer/in	84114
Volkswirt/in	91404
Vollgussformer/in	24142
Volljurist/in	73104
Vollkornbäcker/in	29222
Vollmatrose/-matrosin	51132
Vollmatrose/-matrosin Handelsschifffahrt	51132
Vollmatrose/-matrosin Hochseefischerei	11422
Vollstreckungsbeamt(er/in) (Gerichtsvollzieher/in)	53233
Vollwärmeschützer/in	33312
Vollwärmeschutzfachkraft	33312
Vollwärmeschutzmonteur/in	33312
Vollwertkoch/-köchin	29382
Vollziehungsbeamt(er/in)	53232
Volontär/in	92412
Vorarbeiter/in - Aus- und Trockenbau	33302
Vorarbeiter/in - Berg- und Tagebau	21112
Vorarbeiter/in - Bodenverlegung	33102
Vorarbeiter/in - Bohrwerkdreherei	24232
Vorarbeiter/in - Dreherei	24232
Vorarbeiter/in - Fahrzeuglackierung	22212
Vorarbeiter/in - Gartenbau	12102
Vorarbeiter/in - Glasherstellung	21312
Vorarbeiter/in - Hochbau	32102
Vorarbeiter/in - Holzbe- und -verarbeitung	22302
Vorarbeiter/in - Industriekeramik	21412
Vorarbeiter/in - Kunststoff- und Kautschukherstellung	22102
Vorarbeiter/in - Lagerwirtschaft, Güter- und Warenumschlag	51332
Vorarbeiter/in - Landwirtschaft	11102
Vorarbeiter/in - Maler- und Lackiererarbeiten	33212
Vorarbeiter/in - Metallbau	24412
Vorarbeiter/in - Metallbearbeitung	24202
Vorarbeiter/in - Reinigung	54112
Vorarbeiter/in - Sanitär-, Heizungs- und Klimatechnik	34212
Vorarbeiter/in - Spanende Fertigung, Frästechnik	24232
Vorarbeiter/in - spanenden Fertigung (Schleiftechnik)	24222
Vorarbeiter/in - Steinbearbeitung	21212
Vorarbeiter/in - Textiltechnik und -produktion	28102
Vorarbeiter/in - Tiefbau	32202
Vorarbeiter/in - Ver- und Entsorgung	34302
Vorarbeiter/in (Asphaltbau)	32222
Vorarbeiter/in (Bauwerksabdichtung)	33232
Vorarbeiter/in (Edelmetall-Feinpolitur)	24222
Vorarbeiter/in (Estricharbeiten)	33122
Vorarbeiter/in (Fliesen-, Platten- u. Mosaiklegen)	33112
Vorarbeiter/in (Gas- u. Wasserinstallation)	34212
Vorarbeiter/in (Glasbau/Fensterbau)	33342
Vorarbeiter/in (Hochdruckrohrschlosser/in)	34322
Vorarbeiter/in (Isolierbereich)	33312
Vorarbeiter/in (Kachelofen- u. Luftheizungsbau)	34222
Vorarbeiter/in (Lackiererei)	33212
Vorarbeiter/in (Maler- u. Lackiererhandwerk)	33212
Vorarbeiter/in (Maschenindustrie)	28122
Vorarbeiter/in (Modellbau)	27232
Vorarbeiter/in (Schmucktextilienherstellung)	28122
Vorarbeiter/in (Seilerei)	28132
Vorarbeiter/in (Spinnerei)	28132
Vorarbeiter/in (Steinmetz- und Steinbildhauerhandwerk)	21232
Vorarbeiter/in (Stuckarbeiten)	33222
Vorarbeiter/in (Textilstopferei)	28122
Vorarbeiter/in (Trockenbau)	33302
Vorarbeiter/in (Tufting)	28122
Vorarbeiter/in (Vergolder)	93342
Vorarbeiter/in (Vliesstoffindustrie)	28122
Vorarbeiter/in (Wasseraufbereitung)	34312
Vorbereiter/in - Bobinetindustrie	28193
Vorbeter/in	83314
Vorgarnspinner/in	28132
Vorkalkulator/in	72223
Vorlagenhersteller/in	23212
Vorlagenretuscheur/in	23212
Vorleser/in	94382
Vormann-/frau - Ewerführerei	52423
Vorpolierer/in - Schmuck- und Kleingeräteherstellung	24222
Vorpolsterer/-polsterin (Polstermöbelindustrie)	28242
Vorrichtungsbauer/in (Metallverarbeitung)	24522
Vorroller/in (Papierausrüstung)	23101
Vorschulerzieher/in	83113
Vorspeisenkoch/-köchin	29312
Vorspieler/in (Streicher)	94114
Vorspinner/in	28132
Vorstand/Vorständin	71104
Vorstandsassistent/in (Versicherung)	71403
Vorstandsreferent/in (Pressesprecher/in)	92204
Vorstandssekretär/in	71403
Vorstecker/in (Nieten)	24411
Vortragskünstler/in	94303
Vulkaniseur- und Reifenmechanikermeister/in	22193
Vulkaniseur/in	22112
Vulkaniseur/in und Reifenmechaniker/in	22112
Vulkaniseurhelfer/in	22101
Vulkaniseurmeister/in	22193
Waagenbauer/in	24512
Waagenbaumechaniker/in	24512
Waagenbauschlosser/in	24512
Wach- und Sicherheitsfachmann/-frau	53111
Wachführer/in	53193
Wachleiter/in	53193
Wachleiter/in - Rettungsdienst	81394
Wachleiter/in - Werkschutz	53193
Wachmann/-frau - Alarmzentrale	53111
Wachmann/-frau - Objektschutz	53111
Wachmann/-frau - Revierdienst	53111
Wachoffizier/in	52413
Wachpolizist/in	53212
Wachpolizist/in - Gefangenenbewachung	53242
Wachsbildmachermeister/in	93393
Wachsbildner/in	93352
Wachschutzmann/-frau	53111
Wachsformer/in (Gießerei)	24142
Wachsgießer/in	93352
Wachsmodelleur/in, Wachsdirektrice	93352
Wachspapiermacher/in	23122
Wachstuchdrucker/in	23412
Wachsverarbeiter/in	41312
Wachszieher/in	93352
Wachszieher/in - Kerzenherstellung	93352
Wachszieher/in - Wachsbildnerei	93352
Wachsziehermeister/in/B. Prof. Wachszieher-Handwerk	93393
Wächter/in, Aufseher/in	53111
Waffelbäcker/in	29222
Waffeningenieur/in	24524
Waffenmechaniker/in	24522
Waffenmechanikermeister/in	24593
Waffenschmied/in	24522
Waffentechniker/in	24523
Wagenfederschmied/in	24212
Wagenlackierer/in	22212
Wagenmeister/in (Schienenverkehr)	51113
Wagenpfleger/in	54101
Wagenpolsterer/-polsterin	28242
Wagensattler/in	28322
Wagenschmied/in	25222
Wagenuntersucher/in (Bahn)	51112
Wagenwäscher/in	54101
Wäger/in	51311
Waggonbauschlosser/in	25182
Waggonsattler/in	28322
Wagner/in	22382
Wagnermeister/in	22393
Wahrsager/in	94382
Waldarbeiter/in	11711
Waldbaulehrer/in	84213
Waldfacharbeiter/in	11712
Waldfrüchtesammler/in	11742
Waldhelfer/in	11711
Waldhornbauer/in	93632
Waldkulturarbeiter/in	11711
Waldorferzieher/in	83113
Waldorflehrer/in	84124
Waldwegewart/in	11712
Waldwirtschafter/in	11793
Waldwirtschaftsmeister/in	11793
Walker/in (Textilausrüstung)	28142
Walzenanlagensteuerer/-steuerin	24122
Walzendreher/in	24232
Walzenfahrer/in (Straßenbau)	52522
Walzenführer/in (Straßenbau)	52522
Walzengussformer/in	24142
Walzenladerfahrer/in	52522
Walzer/in	24122
Walzer/in (Lederhersteller/in)	28312
Walzerhelfer/in	24101
Walzwerker/in	24112
Walzwerkmeister/in	24193
Walzwerkrichter/in	24122
Walzwerksingenieur/in	24124
Walzwerkstechniker/in	24113
Walzwerksteuerer/-steuerin	24122
Walzwerkthermiker/in	24122
Wanderschäfer/in	11212
Wappengraveur/in	93532
Warenannehmer/in	51312
Warenaufmacher/in-Versand	51311
Warenausgangskontrolleur/in	51312
Warenausgeber/in	51311
Warenauszeichner/in	51311
Warenbereichsleiter/in	62193
Warenbereitsteller/in	51312
Warendisponent/in	51622
Wareneingangskontrolleur/in	27312
Wareneingangsleiter/in	51393
Wareneinpacker/in	51311
Wareneinsortierer/in	51311
Warengruppenleiter/in	62102
Warenhandelssubstitut/in	62103
Warenhausdetektiv/in	53111
Warenkommissionierer/in	51312
Warenlackiererhelfer/in	22201
Warenmakler/in	61133
Warenmaler- und Warenlackiererhelfer/in	22201
Warenmalerhelfer/in	22201
Warenpacker/in	51311
Warenprüfer/in	27312
Warenschauer/in (Textil)	28122
Warensortierer/in (Lager)	51311
Wärme-, Kälte- und Schallschutzisolierer/in	33312
Wärme-, Kälte-, Schall.isolierermeister/in/B. Prof. Isol.Hw.	33393
Wärmedämmer/in	33312
Wärmeisolierer/in	33312
Wärmeisolierermeister/in	33393
Wärmeschutzisolierer/in	33312
Wärmestellengehilfe/in	26232
Wärmetechniker/in	34213
Warmnieter/in	24422
Warmpresser/in	24122
Warmrichter/in	24122
Warmwalzer/in	24122
Wärter/in - Seezeichendienst	51242
Wartungs- und Servicetechniker/in - Maschinenbau	25132
Wartungsingenieur/in - Flugsicherung	51234
Wartungsmechaniker/in für Datenverarbeitungs- und Büromasch.	26312
Wartungsmonteur/in (Heizungs-, Lüftungs- u. Klimaanlagen)	25132
Wäschenäher/in	28222
Wäschenäherhelfer/in	28221
Wäscher/in - Plätterhelfer/in	54101
Wäscher/in (Textilreinigung)	54132
Wäscher/in (Textilveredler/in)	28142
Wäscher/in u. Plätter/in	54132
Wäschereiannahmekraft	54101
Wäschereifacharbeiter/in	54132
Wäschereigehilfe/-gehilfin	54101
Wäschereileiter/in	54193
Wäschereitechniker/in	25133
Wäscheschneider/in	28222
Wäscheschneiderhelfer/in	28221
Wäscheschneidermeister/in	28293
Wäschestepper/in	28222
Wäschesticker/in	28112
Wäschewarenerzeuger/in	28222
Wäschezuschneider/in	28222
Waschraumwärter/in	54101
Waschstraßenbetreuer/in	54101
Wasser- u. Landschaftsbauer/in	32262
Wasser- u. Schifffahrtsverwaltungsbeamt(er/in) (geh. Dienst)	32263
Wasser- und Bodenprobennehmer/in	42202
Wasserbauarbeiter/in	32262
Wasserbauer/in	32262
Wasserbaufacharbeiter/in	32262
Wasserbauhelfer/in	32201
Wasserbauingenieur/in	32264
Wasserbaumeister/in	32293
Wasserbautechniker/in	32263
Wasserbauwerker/in	32262
Wasserbauwerkermeister/in	32293
Wasserbauzeichner/in	27212
Wasserbewirtschaftungstechniker/in	34313
Wasserentsorger/in	34312
Wasserentsorgungstechniker/in	34313
Wasserinstallateur/in	34212
Wasserinstallateurhelfer/in	34201
Wasserkraftwerkmaschinist/in	26232
Wasserkundler/in	42124
Wassermeister/in	34393
Wassernetzmonteur/in	34322
Wassersportlehrer/in	84583
Wassersporttrainer/in	84583
Wasserstraßenbetriebsarbeiter/in	51242
Wasserstraßenverkehrswart/in	51242
Wasserverkehrshelfer/in	51311
Wasservermessungsingenieur/in	31214
Wasserversorger/in	34312
Wasserversorgungsberater/in	34313
Wasserversorgungstechniker/in	34313
Wasserversorgungstechniker/in - Schulung,Einweisung,Fortb.	84483
Wasserwerker/in	34312
Wasserwerksingenieur/in	34314
Wasserwerkslaborant/in	42202
Wasserwerksmaschinist/in	34312
Wasserwerksmonteur/in	34312
Wasserwerksvorarbeiter/in	34312
Wasserwerkswärter/in	34312
Wasserwirtschaftsingenieur/in	31144
Wasserwirtschaftsingenieur/in (FS) - Wasserbewirtschaftung	31143
Wasserwirtschaftsingenieur/in (FS) - Wasserversorg./Abwasser	31143
Wasserwirtschaftsingenieur/in FS) - Wasserbau	32263
Wattenfischer/in	11422
Web Based Training-Autor/in	92413
Web Developer	43153
Webadministrator/in	43363
Webdesigner/in	23223
Webeblattbinder/in	24522
Web-Entwickler/in	43153
Weber/in	28122
Webereiarbeiter/in	28101
Webereinachbereiter/in	28122
Webereitechniker/in	28123
Weberhelfer/in	28101
Webermeister/in	28193
Webgeschirreinzieher/in	28122
Web-Gestalter/in	23223
Webgutnachseher/in	28122
Webkettenschlichter/in	28101
Webmaschineneinrichter/in	28122
Webstuhleinrichter/in	28122
Webstuhlmeister/in	28193
Webvorbereiter/in	28122
Webvorbereiterhelfer/in	28101
Wechselstubenvorsteher/in	72183
Weckeruhrmacher/in	24532
Wegebauingenieur/in	32224
Wegemeister/in	51293
Wehrführer/in (Brandmeister/in)	53193
Wehrmeister/in	51243
Wehrtechniker/in	27183
Wehrverwaltungsbeamt(er/in) (geh. Dienst)	73283
Wehrverwaltungsbeamt(er/in) (geh. techn. Dienst)	27183
Wehrverwaltungsbeamt(er/in) (mittl. Dienst)	73282
Wehrverwaltungsbeamt(er/in) (mittl. techn. Dienst)	27182
Wehrwärter/in	51242
Weichenwärter/in	51522
Weichglüher/in (Wärmebehandlungstechnik)	24302
Weichkäser/in	29252
Weichlöter/in	24422
Weideverwalter/in	11194
Weihnachtsmann/-frau	94382
Weinabfüller/in	29122
Weinbau- und Kellerwirtschaftstechniker/in	11603
Weinbauberater/in	11604
Weinbauer/-bäuerin	11602
Weinbaugehilfe/-gehilfin	11101
Weinbauingenieur/in	11604
Weinbautechniker/in	11603
Weinbauwirtschafter/in	11693
Weinfachverkäufer/in	62382
Weingärtner/in	11602
Weingutsverwalter/in	11694
Weinhandelsküfer/in	29122
Weinkellner/in	63383
Weinkoster/in	29152
Weinküfer/in	29122
Weinküferhelfer/in	29201
Weinküfermeister/in/B. Prof. Weinküfer-Handwerk	29193
Weinleser/in	11101
Weinprüfer/in	29152
Weintechnologe/-technologin	29122
Weintester/in	29152
Weinverkäufer/in	62382
Weinwirtschaftsingenieur/in	11604
Weiß- und Sämischgerber/in	28312
Weißbeizer/in	24302
Weißbierbrauer/in	29112
Weißbinder/in (Böttcher/in)	22382
Weißgießer/in	24142
Weißgussformer/in	24142
Weißriemer/in	28322
Weißwarennäher/in	28222
Weiterbildungsassistent/in (Arzt/Ärztin)	81404
Weiterbildungsberater/in	71523
Weiterbildungsdozent/in	84404
Weizenbierbrauer/in	29112
Wellblechwalzer/in	24122
Wellendreher/in	24232
Wellenreitassistent/in	84583
